Time,Hour,Minute,Second,Air Temp [C],TAS [m/s],Pres Alt [m],.03mm,.05mm,.07mm,.09mm,.11mm,.13mm,.15mm,.17mm,.20mm,.24mm,.28mm,.32mm,.36mm,.40mm,.44mm,.48mm,.55mm,.65mm,.75mm,.85mm,.95mum,1.1mm,1.3mm,1.5mm,1.7mm,1.9mm,22.5mm,27.5mm
37830,10,30,30.16,5.299,89.098,1346.7,2.67E+05,2.12E+05,2.45E+05,3.13E+05,1.73E+05,1.37E+05,51100,16900,25100,0,8140,0,0,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0
37831,10,30,31.16,5.3148,88.986,1346.8,3.74E+05,4.42E+05,4.39E+05,1.92E+05,2.08E+05,1.37E+05,1.19E+05,16900,8380,0,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37832,10,30,32.16,5.3093,88.883,1347.6,2.50E+05,3.36E+05,3.87E+05,3.31E+05,1.73E+05,1.38E+05,68300,67800,0,0,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0
37833,10,30,33.16,5.2913,88.723,1347.2,3.75E+05,3.01E+05,4.05E+05,2.10E+05,1.04E+05,34400,17100,67900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37834,10,30,34.16,5.2504,88.763,1346.9,3.57E+05,6.91E+05,3.34E+05,1.92E+05,1.73E+05,86100,68400,1.19E+05,8400,8280,0,0,0,0,0,0,0,0,2820,0,0,0,0,0,0,0,0,0
37835,10,30,35.16,5.2327,88.897,1347.1,3.03E+05,4.78E+05,3.69E+05,2.09E+05,1.21E+05,34400,17100,16900,16800,0,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37836,10,30,36.16,5.2461,88.719,1347,1.96E+05,4.43E+05,4.40E+05,1.57E+05,86700,17200,68400,1.02E+05,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0
37837,10,30,37.16,5.2602,88.754,1347.1,3.21E+05,4.43E+05,2.99E+05,34900,1.39E+05,17200,1.03E+05,50900,42000,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37838,10,30,38.16,5.3057,88.913,1347.2,1.96E+05,2.12E+05,2.63E+05,1.22E+05,1.04E+05,1.03E+05,51200,50800,16800,8270,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37839,10,30,39.16,5.3702,88.523,1347.4,1.61E+05,2.31E+05,3.35E+05,1.05E+05,1.04E+05,1.38E+05,68600,68100,25300,0,0,0,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0
37840,10,30,40.16,5.3219,88.84,1347.3,1.61E+05,3.01E+05,3.69E+05,1.74E+05,69300,51600,51200,33900,8390,8270,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0
37841,10,30,41.16,5.2985,89.221,1347.4,1.60E+05,2.47E+05,2.63E+05,1.56E+05,86300,17100,68000,50700,25100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37842,10,30,42.16,5.2997,89.098,1347.4,2.13E+05,3.35E+05,2.98E+05,2.09E+05,51800,1.03E+05,1.02E+05,50700,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37843,10,30,43.16,5.2936,89.067,1347.3,2.14E+05,4.24E+05,3.86E+05,1.57E+05,1.21E+05,1.20E+05,1.36E+05,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37844,10,30,44.16,5.2975,89.068,1347.7,1.07E+05,3.89E+05,2.45E+05,1.74E+05,2.25E+05,1.20E+05,68100,50700,8370,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37845,10,30,45.16,5.3478,88.778,1347.4,1.96E+05,5.14E+05,3.69E+05,1.57E+05,1.04E+05,1.89E+05,34200,50900,25200,0,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0
37846,10,30,46.16,5.3029,89.387,1347.6,1.77E+05,2.64E+05,4.02E+05,2.08E+05,1.72E+05,1.03E+05,67900,33700,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37847,10,30,47.16,5.3473,88.862,1347.3,1.78E+05,4.07E+05,3.34E+05,2.44E+05,1.56E+05,2.41E+05,1.02E+05,50900,0,24800,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37848,10,30,48.16,5.3385,88.701,1347.2,2.14E+05,3.19E+05,3.52E+05,1.57E+05,1.74E+05,1.03E+05,85500,17000,0,0,8180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37849,10,30,49.16,5.3125,88.636,1347.5,2.15E+05,2.48E+05,3.35E+05,4.20E+05,1.74E+05,1.90E+05,85600,68000,33600,8290,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37850,10,30,50.16,5.3091,88.441,1347.3,1.61E+05,3.91E+05,4.24E+05,4.38E+05,2.78E+05,2.25E+05,34300,34100,8430,8310,0,8090,7980,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
37851,10,30,51.16,5.3199,88.677,1347.3,3.22E+05,4.79E+05,3.35E+05,4.20E+05,2.95E+05,1.38E+05,51300,68000,8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37852,10,30,52.16,5.3063,89.274,1346.8,2.49E+05,4.05E+05,4.37E+05,4.69E+05,2.76E+05,1.37E+05,85000,0,16700,8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37853,10,30,53.16,5.3212,89.213,1347.4,2.49E+05,3.88E+05,5.08E+05,4.34E+05,2.42E+05,1.03E+05,68000,67500,16700,0,0,0,0,7810,0,0,2980,0,0,0,0,0,0,0,0,0,0,0
37854,10,30,54.16,5.3318,88.879,1347.2,2.85E+05,8.14E+05,4.04E+05,2.44E+05,3.29E+05,2.24E+05,34100,50900,8390,16500,8160,0,0,0,0,0,2990,0,0,0,0,1280,0,0,0,0,0,0
37855,10,30,55.16,5.302,88.893,1347.3,1.96E+05,4.25E+05,4.39E+05,5.06E+05,2.42E+05,1.20E+05,85300,0,16800,0,8160,8050,0,0,7740,0,0,0,0,0,0,0,0,0,0,0,0,0
37856,10,30,56.16,5.3017,88.885,1347.8,2.85E+05,4.78E+05,5.27E+05,5.06E+05,3.46E+05,1.03E+05,51200,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37857,10,30,57.16,5.3214,89.278,1347.9,2.31E+05,4.23E+05,4.72E+05,5.21E+05,1.72E+05,1.03E+05,68000,16900,0,8230,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37858,10,30,58.16,5.3804,89.041,1347.7,2.31E+05,4.06E+05,4.38E+05,5.75E+05,2.77E+05,85800,51100,16900,25100,0,0,0,0,0,0,0,2980,0,0,0,0,0,0,0,0,0,0,0
37859,10,30,59.16,5.3869,89.062,1347.7,2.49E+05,4.95E+05,5.44E+05,5.05E+05,3.80E+05,68600,85200,16900,16700,8250,0,0,0,0,7720,0,0,0,0,0,0,0,0,0,0,0,0,0
37860,10,31,0.16,5.3749,88.941,1348.1,3.39E+05,4.07E+05,4.92E+05,4.36E+05,2.25E+05,51500,51200,67800,16800,0,8150,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37861,10,31,1.16,5.3681,88.868,1348.4,2.85E+05,5.13E+05,4.92E+05,4.54E+05,86600,1.20E+05,85400,33900,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37862,10,31,2.16,5.3719,88.948,1348,1.60E+05,3.01E+05,4.92E+05,4.88E+05,1.56E+05,1.03E+05,51200,50800,16800,8260,0,0,0,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37863,10,31,3.16,5.3835,88.677,1347.8,2.32E+05,2.84E+05,4.23E+05,3.85E+05,1.74E+05,51700,85500,0,16800,8290,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,0,0,0,0
37864,10,31,4.16,5.3584,88.4,1348.1,3.23E+05,4.63E+05,4.95E+05,5.61E+05,2.61E+05,1.04E+05,85800,34100,33700,33300,0,8090,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
37865,10,31,5.16,5.3306,88.663,1348.6,1.97E+05,2.84E+05,3.52E+05,5.07E+05,2.78E+05,1.38E+05,34200,85000,16800,8290,0,0,0,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37866,10,31,6.16,5.354,88.648,1348.3,3.40E+05,4.08E+05,4.93E+05,5.25E+05,1.91E+05,1.38E+05,51300,17000,25200,24900,8180,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
37867,10,31,7.16,5.3497,88.573,1348,2.33E+05,4.97E+05,3.70E+05,3.85E+05,2.26E+05,51800,51400,51000,16800,24900,0,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37868,10,31,8.16,5.3814,88.153,1347.9,2.70E+05,4.10E+05,5.85E+05,5.10E+05,2.27E+05,52000,34400,34200,42300,8340,8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37869,10,31,9.16,5.3574,88.198,1347.5,3.95E+05,4.64E+05,4.43E+05,5.10E+05,3.14E+05,1.56E+05,0,85400,8450,8330,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37870,10,31,10.16,5.3536,87.925,1347.4,2.16E+05,3.22E+05,4.08E+05,4.94E+05,1.93E+05,1.39E+05,69000,34300,42400,25100,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37871,10,31,11.16,5.3323,88.211,1347.2,2.69E+05,3.74E+05,4.78E+05,4.57E+05,2.27E+05,1.91E+05,51600,17100,0,0,0,16200,0,0,0,0,0,0,2840,0,0,0,0,0,0,0,0,0
37872,10,31,12.16,5.3204,88.368,1346.8,3.05E+05,3.56E+05,4.06E+05,2.81E+05,2.26E+05,86500,68700,17000,33700,0,8210,8100,0,0,0,7680,0,0,0,0,0,1280,0,0,0,0,0,0
37873,10,31,13.16,5.3368,88.243,1346.6,1.62E+05,4.10E+05,4.07E+05,2.99E+05,2.62E+05,1.73E+05,34400,51200,8450,8330,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0
37874,10,31,14.16,5.3537,88.61,1346.8,2.15E+05,4.79E+05,2.82E+05,4.72E+05,2.95E+05,1.55E+05,85600,34000,16800,0,16400,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37875,10,31,15.16,5.4204,88.483,1346.2,2.69E+05,2.84E+05,3.53E+05,3.85E+05,2.26E+05,1.55E+05,85700,51100,16800,8310,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37876,10,31,16.16,5.4102,89.03,1347.2,1.42E+05,3.18E+05,4.38E+05,5.05E+05,2.25E+05,1.20E+05,51100,33800,16700,8260,8140,0,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37877,10,31,17.16,5.4611,88.823,1347,1.61E+05,3.36E+05,3.16E+05,3.84E+05,2.95E+05,1.03E+05,85400,17000,16800,8280,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37878,10,31,18.16,5.4867,88.628,1346.8,1.43E+05,3.90E+05,4.23E+05,2.62E+05,2.26E+05,69000,34200,17000,16800,8290,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37879,10,31,19.16,5.4923,88.218,1347.1,1.44E+05,4.64E+05,3.54E+05,3.51E+05,1.22E+05,1.39E+05,86000,68300,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37880,10,31,20.16,5.4844,88.051,1346.7,1.62E+05,2.50E+05,3.37E+05,4.75E+05,52400,86800,68900,85500,8470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37881,10,31,21.16,5.4729,88.061,1347,2.70E+05,4.47E+05,3.01E+05,3.52E+05,1.57E+05,86800,68900,34200,25400,16700,0,0,0,7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37882,10,31,22.16,5.4637,88.289,1347.1,1.08E+05,1.96E+05,4.60E+05,2.63E+05,1.39E+05,34600,34400,51200,8440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0
37883,10,31,23.16,5.4701,88.106,1347,1.26E+05,2.86E+05,3.37E+05,1.94E+05,69900,52000,34400,34200,25400,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37884,10,31,24.16,5.4275,88.379,1346.8,53800,2.67E+05,2.83E+05,3.16E+05,1.39E+05,1.04E+05,34300,17000,8430,8320,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
37885,10,31,25.16,5.4673,87.764,1347.2,1.08E+05,3.05E+05,2.31E+05,2.47E+05,70100,52200,0,34300,25500,8380,0,0,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37886,10,31,26.16,5.4262,88.422,1347.3,1.25E+05,2.13E+05,2.12E+05,3.16E+05,1.04E+05,86400,34300,0,25300,8310,8200,0,7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37887,10,31,27.16,5.4546,88.474,1347.1,89600,1.78E+05,3.00E+05,1.58E+05,1.22E+05,86400,17100,0,8420,8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37888,10,31,28.16,5.4732,88.704,1346.8,89300,1.06E+05,1.58E+05,2.10E+05,1.74E+05,86100,34200,0,16800,16600,0,0,0,0,0,0,0,2910,0,0,0,0,1210,0,0,0,392,0
37889,10,31,29.16,5.5206,88.434,1346.3,71700,1.60E+05,2.30E+05,3.16E+05,1.04E+05,51800,34300,17000,25300,49900,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37890,10,31,30.16,5.5289,88.444,1346.6,71700,1.78E+05,1.41E+05,1.58E+05,69600,51800,68600,0,16900,8310,0,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37891,10,31,31.16,5.5499,88.381,1346.5,1.08E+05,2.14E+05,1.94E+05,2.10E+05,1.39E+05,51900,0,17000,16900,8320,0,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37892,10,31,32.16,5.5425,88.447,1346.1,53800,1.78E+05,70600,87600,1.57E+05,51800,85800,17000,8430,8310,16400,0,0,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37893,10,31,33.16,5.5404,88.356,1346,1.08E+05,1.60E+05,88400,2.28E+05,1.22E+05,1.21E+05,0,0,0,8320,8210,0,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,0,0
37894,10,31,34.16,5.5634,87.637,1345.7,90400,1.44E+05,53500,1.06E+05,1.40E+05,69700,0,17200,8510,8390,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37895,10,31,35.16,5.534,87.346,1345.4,72600,1.26E+05,1.61E+05,1.42E+05,1.06E+05,52500,17400,17200,8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37896,10,31,36.16,5.4526,87.478,1345.6,54300,89900,1.61E+05,1.59E+05,1.23E+05,69900,34700,51700,25600,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0
37897,10,31,37.16,5.4449,87.506,1345.7,90500,1.08E+05,1.25E+05,88600,70400,87300,34700,0,17000,0,0,32700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37898,10,31,38.16,5.4682,87.698,1345.6,18100,1.61E+05,1.60E+05,2.12E+05,87700,87100,34600,34400,25500,8380,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37899,10,31,39.16,5.4938,87.426,1345.9,54400,1.08E+05,71400,2.66E+05,1.23E+05,87400,34700,34500,25600,8410,0,8180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37900,10,31,40.16,5.5117,87.026,1345.5,54600,54200,1.26E+05,2.14E+05,1.24E+05,1.05E+05,34900,69200,17100,0,0,8220,0,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0
37901,10,31,41.16,5.4875,87.348,1346.1,54400,1.08E+05,89400,2.66E+05,1.59E+05,0,86800,69000,8530,8420,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37902,10,31,42.16,5.472,87.431,1346.3,54400,90000,2.50E+05,1.24E+05,1.41E+05,1.22E+05,17400,17200,0,16800,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37903,10,31,43.16,5.4356,87.653,1346.9,72300,35900,1.43E+05,2.48E+05,1.23E+05,69700,17300,17200,17000,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37904,10,31,44.16,5.4358,87.436,1346.8,1.09E+05,1.26E+05,1.43E+05,1.77E+05,1.76E+05,1.05E+05,86800,17200,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37905,10,31,45.16,5.4,87.573,1347.1,90500,18000,1.25E+05,1.77E+05,2.11E+05,69800,17300,68800,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0
37906,10,31,46.16,5.3515,87.688,1347.1,1.45E+05,1.44E+05,1.78E+05,1.77E+05,87800,1.22E+05,86500,17200,17000,8380,8270,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37907,10,31,47.16,5.3219,87.666,1347.3,54200,1.44E+05,71300,2.48E+05,1.23E+05,1.39E+05,34600,0,17000,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37908,10,31,48.16,5.2858,87.656,1347.1,1.08E+05,1.44E+05,1.96E+05,1.24E+05,52700,87200,1.38E+05,34400,25500,0,0,0,8050,0,0,0,3030,0,0,2770,0,0,0,0,0,0,0,0
37909,10,31,49.16,5.2528,87.63,1347.2,90400,1.26E+05,1.07E+05,3.01E+05,1.05E+05,1.40E+05,51900,0,8510,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37910,10,31,50.16,5.2579,87.536,1346.4,90500,1.44E+05,1.43E+05,1.95E+05,1.23E+05,1.05E+05,52000,68800,8520,0,0,8170,0,0,0,7760,0,0,0,0,0,0,0,0,0,0,0,0
37911,10,31,51.16,5.2557,87.391,1346.6,54400,90000,1.25E+05,2.13E+05,88100,1.05E+05,69400,0,25600,8410,8300,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0
37912,10,31,52.16,5.2403,87.465,1346.4,54400,1.26E+05,89300,1.24E+05,1.76E+05,34900,34700,0,8520,25200,8290,0,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37913,10,31,53.16,5.2174,87.504,1346.1,72400,71900,1.43E+05,1.77E+05,1.58E+05,1.40E+05,69400,51600,34100,8400,0,0,0,7960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37914,10,31,54.16,5.2407,87.113,1346,1.27E+05,72200,1.08E+05,2.49E+05,88300,1.40E+05,34800,17300,17100,0,8320,8210,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37915,10,31,55.16,5.2187,87.414,1346.2,36300,0,1.07E+05,88700,1.41E+05,35000,1.04E+05,0,34100,25200,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37916,10,31,56.16,5.2125,87.581,1346.4,1.45E+05,35900,1.07E+05,1.95E+05,1.76E+05,87200,17300,34400,59600,33600,16600,0,0,0,7850,0,0,0,0,0,0,0,0,0,0,0,0,0
37917,10,31,57.16,5.2023,87.582,1346.5,90500,89800,17800,1.59E+05,1.41E+05,34900,17300,34400,17000,8390,8280,0,0,0,0,0,6070,0,0,0,0,0,0,0,0,0,0,0
37918,10,31,58.16,5.2137,87.525,1346.6,36200,1.44E+05,1.43E+05,1.77E+05,1.23E+05,0,1.04E+05,17200,25500,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37919,10,31,59.16,5.2116,87.677,1346.5,54200,1.79E+05,89100,1.06E+05,1.40E+05,69700,34600,51500,8500,25200,0,8160,0,0,0,0,3030,0,0,0,0,0,0,0,0,0,0,0
37920,10,32,0.16,5.225,87.688,1346.2,90400,1.08E+05,1.25E+05,1.59E+05,1.23E+05,1.05E+05,34600,34400,8500,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37921,10,32,1.16,5.2624,87.675,1346.4,1.63E+05,89700,1.25E+05,53000,1.76E+05,17400,51900,17200,42500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37922,10,32,2.16,5.312,87.531,1346.1,54300,1.62E+05,35700,1.06E+05,1.05E+05,69800,34700,17200,8520,0,8280,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37923,10,32,3.16,5.3394,87.508,1346.3,72400,1.44E+05,1.07E+05,1.42E+05,52800,52400,34700,34400,17000,8400,16600,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37924,10,32,4.16,5.3182,87.545,1345.9,1.81E+05,53900,1.96E+05,1.06E+05,1.41E+05,52400,17300,68800,8510,8400,8280,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0
37925,10,32,5.16,5.2902,87.542,1346.4,1.09E+05,1.08E+05,89200,88500,70300,0,1.04E+05,1.03E+05,17000,0,8280,8170,8060,0,7860,0,0,0,0,0,0,0,0,1170,0,0,0,0
37926,10,32,6.16,5.2791,87.472,1345.8,90600,89900,1.25E+05,70900,1.06E+05,34900,34700,51700,8520,25200,16600,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37927,10,32,7.16,5.2598,87.59,1345.5,0,89800,89100,70800,87900,52300,69300,17200,17000,16800,0,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37928,10,32,8.16,5.2746,87.427,1344.9,90600,1.08E+05,1.43E+05,1.42E+05,88000,1.05E+05,0,17200,34100,8410,0,0,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37929,10,32,9.16,5.336,86.855,1344.2,91200,1.09E+05,89900,89200,1.42E+05,52800,34900,0,8580,8460,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37930,10,32,10.16,5.3277,86.914,1343.4,1.46E+05,90500,89800,1.07E+05,1.42E+05,1.76E+05,34900,52000,34300,8460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37931,10,32,11.16,5.3625,86.746,1343.3,18300,1.27E+05,1.26E+05,1.43E+05,1.77E+05,1.23E+05,0,34700,8590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37932,10,32,12.16,5.4028,86.717,1342.8,1.10E+05,1.45E+05,1.08E+05,89400,71000,70500,52500,0,25800,8480,8360,0,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37933,10,32,13.16,5.4496,86.706,1342.5,91400,1.09E+05,0,89400,1.24E+05,70500,87500,17400,17200,8480,0,8250,0,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37934,10,32,14.16,5.3584,87.338,1343.2,1.45E+05,36000,1.07E+05,17700,1.41E+05,87500,0,17200,17100,0,0,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0
37935,10,32,15.16,5.2647,87.784,1343.7,1.08E+05,71700,35600,88300,1.40E+05,52200,17300,51500,17000,8370,0,0,8040,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0
37936,10,32,16.16,5.3093,87.004,1343.9,1.09E+05,1.99E+05,1.26E+05,1.07E+05,2.30E+05,70300,87200,34600,8570,16900,8330,16400,0,0,7910,0,3050,0,0,0,0,0,0,0,0,0,0,0
37937,10,32,17.16,5.2632,87.506,1344,72400,1.08E+05,1.43E+05,1.24E+05,70400,69800,1.04E+05,86100,17000,0,0,8180,0,0,15700,0,0,0,0,0,0,0,0,0,0,0,0,0
37938,10,32,18.16,5.2434,87.209,1344.6,1.09E+05,90200,35800,88900,1.41E+05,1.23E+05,17400,86400,17100,8430,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0,0,0
